lib_epci,hommes_moins_de_25_ans,hommes_25_a_49_ans,hommes_plus_de_50_ans,total_hommes,femmes_moins_de_25_ans,femmes_25_a_49_ans,femmes_plus_de_50_ans,total_femmes,diplome_niv_1_2,diplome_niv_3,diplome_niv_4,diplome_niv_5,diplome_niv_5_bis,diplome_niv_6,diplome_indetermine,total_categorie_a
Eurométropole de Strasbourg,1992,10879,4017,16888,1740,9562,3186,14488,5665,3325,5991,10181,2113,3971,130,31376
Montpellier Méditerranée Métropole,2676,12367,4063,19106,2419,10982,3474,16875,7428,4656,8269,10090,1971,3289,278,35981
Métropole Européenne de Lille,5320,27433,10229,42982,4845,22966,8052,35863,11076,7735,16383,27646,5638,9933,434,78845
Métropole Grenoble-Alpes-Métropole,1691,7680,2758,12129,1409,6832,2422,10663,4769,2523,4465,6931,1366,2642,96,22792
Métropole Nice Côte d'Azur,2321,12058,5728,20107,1930,11369,4813,18112,6213,4505,8513,11720,2838,4288,142,38219
Métropole Rouen Normandie,2622,10116,3962,16700,2326,8787,3277,14390,3397,2831,6680,11698,2364,4029,91,31090
Métropole d'Aix-Marseille-Provence,8801,41534,18067,68402,7307,38958,15575,61840,18302,13889,27372,45986,8173,15977,543,130242
Métropole de LYON,5208,26813,9510,41531,4681,24948,7818,37447,17438,9262,15985,23121,4424,8250,498,78978
Métropole du Grand Nancy,1137,5448,1913,8498,943,4102,1462,6507,2495,1634,3066,5221,900,1612,77,15005
Métropole du Grand Paris,19632,135517,64380,219529,18006,132109,53235,203350,111610,49418,87317,93200,23901,54865,2568,422879
Nantes Métropole,2401,11833,3750,17984,2066,10932,3199,16197,7960,4641,7073,9741,1630,2924,212,34181
Rennes Métropole,1735,7398,2045,11178,1556,6653,1834,10043,5035,2870,4517,5808,1025,1784,182,21221
Toulouse Métropole,3582,16255,5232,25069,3296,16823,4925,25044,11021,6564,11069,13732,2633,4884,210,50113
Hors EPCI,865,3129,1557,5551,772,2993,1664,5429,1425,1131,2316,4439,687,927,55,10980
Total,270717,1145389,521623,1937729,238293,1116844,485372,1840509,480085,388010,782521,1398500,255890,455968,17264,3778238
