Code EPCI,Libellé EPCI,Catégorie A,Catégorie B,Catégorie C,Catégorie D,Catégorie E
245500327.0,CC du Sammiellois,476,63,190,42,48
245501176.0,CC du Territoire de Fresnes-en-Woëvre,189,45,91,21,35
245501184.0,CC du Pays de Revigny-sur-Ornain,250,79,166,34,32
245501242.0,CC du Pays d'Étain,364,78,155,38,45
245501259.0,CC du Pays de Montmédy,261,43,106,20,31
245600440.0,CC de Blavet Bellevue Océan,577,186,414,85,104
245600465.0,CC de Belle-Île-en-Mer,426,89,81,12,48
245614383.0,CC Questembert Communauté,917,285,605,133,118
245614417.0,CC Roi Morvan Communauté,1116,320,545,85,97
245614433.0,CC Pontivy Communauté,1885,432,1100,282,235
245700133.0,CC du District Urbain de Faulquemont (DUF),1015,233,483,139,73
245700372.0,CA de Forbach Porte de France,5204,769,1378,482,482
245700398.0,CC de Freyming-Merlebach,2113,384,743,200,192
245700695.0,CC de Cattenom et Environs,768,111,283,80,71
245700950.0,CC du Pays de Phalsbourg,538,134,339,86,75
245701164.0,CC du Warndt,1088,237,423,88,65
245701206.0,CC du Saulnois,1053,240,475,132,179
245701222.0,CA du Val de Fensch,4252,678,1562,348,413
245701271.0,CC du Pays Orne Moselle,2819,554,1314,252,253
245701354.0,CC de l'Arc Mosellan,1127,194,568,145,114
245701362.0,CA Portes de France-Thionville,4049,677,1397,443,339
245701404.0,CC du Pays Haut Val d'Alzette,1239,136,401,69,72
245801063.0,CC Loire et Allier,177,46,116,15,20
245804406.0,CA de Nevers,2765,578,1233,370,232
245804497.0,CC du Nivernais Bourbonnais,193,44,100,16,26
245900410.0,Métropole Européenne de Lille,72544,13920,26145,7361,6645
245900428.0,CU de Dunkerque,13405,2462,4969,1491,1153
245900758.0,CC Flandre Lys,1543,402,860,170,206
245901038.0,CC du Pays Solesmois,820,146,348,91,79
245901061.0,CC de la Haute-Deûle,987,186,495,78,112
245901152.0,CC Coeur d'Ostrevent,4997,810,2015,401,514
245901160.0,CA Valenciennes Métropole,14245,2103,4794,1363,1182
246000129.0,CC du Liancourtois,981,223,484,115,83
246000376.0,CC du Clermontois,1536,319,750,235,155
246000566.0,CC du Plateau Picard,1270,305,712,165,119
246000582.0,CC des Sablons,1930,379,803,179,205
246000707.0,CC du Vexin-Thelle,780,181,342,60,105
246000749.0,CC des Lisières de l'Oise,692,154,358,60,67
246000756.0,CC du Pays Noyonnais,1985,444,887,195,184
246000764.0,CC de l'Aire Cantilienne,1618,290,631,131,190
246000772.0,CC des Deux Vallées,1046,264,592,89,81
246000848.0,CC de la Picardie Verte,1592,298,760,122,106
246000855.0,CC du Pays des Sources,815,212,531,74,95
246000871.0,CC du Pays de Valois,2121,534,1202,184,117
246000897.0,CC de la Plaine d'Estrées,560,148,400,60,74
246000913.0,CC du Pays de Bray,865,160,423,101,97
246000921.0,CC des Pays d'Oise et d'Halatte,1554,306,768,159,134
246100390.0,CC du Val d'Orne,206,56,120,14,28
246100663.0,CU d'Alençon,2782,561,1041,317,308
246200299.0,CA d'Hénin-Carvin,7895,1645,3766,705,684
246200364.0,CA de Lens - Liévin,15126,2873,6728,1612,1216
246200380.0,CC de la Terre des Deux Caps,1015,252,471,122,148
246200729.0,CA du Boulonnais,7217,1621,3170,1039,665
246200844.0,CC de la Région d'Audruicq,1167,324,668,115,174
246201016.0,CC du Pays de Lumbres,875,255,545,109,102
246201149.0,CA du Calaisis,7329,1410,2700,931,594
246300701.0,Clermont Auvergne Métropole,14224,3402,6890,1430,1008
246300966.0,CC du Massif du Sancy,486,200,253,12,39
246301097.0,CC Entre Dore et Allier,795,188,481,72,101
246400337.0,CC de la Vallée d'Ossau,338,148,242,43,80
246401756.0,CC Pays de Nay,958,298,609,121,169
246500482.0,CC de la Haute-Bigorre,850,211,404,87,80
246500573.0,CC Aure-Louron,271,124,333,24,55
246600282.0,CC Sud-Roussillon,2040,302,587,140,180
246600373.0,CC du Vallespir,1655,291,413,143,154
246600399.0,CC Pyrénées Cerdagne,385,114,243,30,45
246600415.0,CC Roussillon-Conflent,1523,239,539,100,105
246600423.0,CC Agly Fenouillèdes,441,76,117,24,61
246600449.0,CC des Aspres,1544,338,577,138,133
246600464.0,CC Pyrénées catalanes,264,103,320,24,30
246600548.0,CC du Haut Vallespir,842,139,162,63,70
246700306.0,CC de la Vallée de la Bruche,735,220,475,78,46
246700488.0,Eurométropole de Strasbourg,29624,6099,11326,2878,1974
246700744.0,CC des Portes de Rosheim,523,145,335,68,72
246700777.0,CC de la Vallée de Villé,335,84,180,50,31
246700843.0,CC de la Basse-Zorn,534,115,264,56,37
246700926.0,CC du Pays de Wissembourg,660,161,195,64,46
246700959.0,CC du Pays de la Zorn,393,117,217,47,88
246700967.0,CC de Sélestat,1687,368,877,181,143
246701064.0,CC de la Région de Molsheim-Mutzig,1290,315,845,147,127
246701080.0,CC du Pays de Sainte-Odile,679,191,482,79,67
246701098.0,CC du Pays de Niederbronn-les-Bains,930,204,434,86,69
246800205.0,CC de la Vallée de Saint-Amarin,518,117,217,42,51
246800395.0,CC du Val d'Argent,474,70,206,46,40
246800445.0,CC du Centre du Haut-Rhin,576,134,272,54,46
246800494.0,"CC du Pays de Rouffach, Vignobles et Châteaux",371,93,196,52,42
246800551.0,CC de la Vallée de Kaysersberg,522,165,282,52,55
246800569.0,CC de la Région de Guebwiller,1851,374,733,177,151
246800577.0,CC du Pays de Ribeauvillé,567,141,292,58,106
246800585.0,CC de la Vallée de Munster,578,136,250,51,51
246800676.0,CC de la Vallée de la Doller et du Soultzbach,567,127,306,84,58
246800726.0,CA Colmar Agglomération,5407,1087,2477,524,432
246900575.0,CC de l'Est Lyonnais (CCEL),1210,253,659,122,199
246900625.0,CC du Pays de l'Arbresle (CCPA),1249,333,740,148,296
246900724.0,CC des Vallons du Lyonnais (CCVL),856,245,463,109,201
246900740.0,CC du Pays Mornantais (COPAMO),778,187,480,84,175
246900757.0,CC de la Vallée du Garon (CCVG),1061,233,507,87,149
246900765.0,CC du Pays de l'Ozon,824,190,391,67,191
247000011.0,CA de Vesoul,1594,306,699,236,106
247000367.0,CC des Combes,271,55,139,38,17
247000623.0,CC des Quatre Rivières,324,97,193,40,35
247000664.0,CC du Pays de Lure,991,178,478,114,104
247000698.0,CC des Monts de Gy,206,75,149,38,21
247000706.0,CC du Pays Riolais,352,112,268,90,45
247000714.0,CC du Pays de Villersexel,293,74,168,31,37
247000722.0,CC du Pays d'Héricourt,1003,204,476,120,101
247000755.0,CC du Pays de Luxeuil,799,159,319,84,78
247000821.0,CC Rahin et Chérimont,510,96,290,61,49
247000854.0,CC des 1000 étangs,366,79,203,27,36
247100290.0,CU Le Creusot Montceau-les-Mines,4666,980,2322,530,315
247100589.0,CA Le Grand Chalon,5363,1329,3038,577,366
247100639.0,CC de Marcigny,210,56,110,25,22
247100647.0,CC Bresse Nord Intercom,244,57,127,20,14
247103765.0,CC Entre Saône et Grosne,400,111,289,31,28
247103864.0,CC du Canton de Semur-en-Brionnais,150,55,105,14,18
247104094.0,CC Sud Côte Chalonnaise,371,120,253,35,32
247200090.0,CC de Sablé-sur-Sarthe,1268,391,964,156,151
247200132.0,CU Le Mans Métropole,13833,3033,5959,1328,1315
247200348.0,CC du Pays Fléchois,1184,301,833,153,122
247200421.0,CC du Sud Est du Pays Manceau,475,150,390,91,95
247200447.0,CC Orée de Bercé - Belinois,620,211,482,89,120
247200629.0,CC du Val de Sarthe,901,286,891,135,159
247200686.0,CC du Pays de l'Huisne Sarthoise,1111,346,847,127,133
247300015.0,CC des Vallées d'Aigueblanche,235,71,126,25,33
247300254.0,CC de Haute-Tarentaise,508,178,497,29,73
247300262.0,CC de Yenne,278,71,139,31,34
247300361.0,CC du Canton de la Chambre,223,93,136,18,22
247300452.0,CC Maurienne Galibier,128,61,112,8,22
247300528.0,CC Val Guiers,496,126,257,39,47
247300668.0,CC du Lac d'Aiguebelette (CCLA),204,67,97,23,35
247300676.0,CC Porte de Maurienne,214,52,124,24,22
247300817.0,CC Les Versants d'Aime,267,120,272,19,49
247400047.0,CC de la Vallée Verte,304,62,131,22,28
247400112.0,CC du Pays de Cruseilles,538,111,228,34,45
247400567.0,CC Fier et Usses,544,126,282,57,41
247400583.0,CC Arve et Salève,818,142,279,68,67
247400617.0,CC des Vallées de Thônes,434,199,498,50,122
247400666.0,CC des Quatre Rivières,737,158,306,57,82
247400682.0,CC du Haut-Chablais,281,184,459,24,79
247400690.0,CC du Genevois,2336,329,509,87,137
247400724.0,CC du Pays Rochois,1061,203,466,89,151
247400740.0,CC Rumilly Terre de Savoie,1031,270,670,105,194
247400773.0,CC des Sources du Lac d'Annecy,595,155,348,45,76
247600505.0,CC Campagne-de-Caux,478,144,319,54,66
247600588.0,CC des Villes Soeurs,2013,498,907,178,163
247600604.0,CC de Londinières,201,60,127,13,29
247600620.0,CC Yvetot Normandie,1095,246,632,109,148
247600646.0,CC Caux - Austreberthe,1042,251,710,125,153
247600729.0,CC Falaises du Talou,1030,291,630,87,88
247600786.0,CA de la Région Dieppoise,3104,705,1143,311,191
247700032.0,CC Moret Seine et Loing,1560,315,590,115,173
247700057.0,CA Melun Val de Seine,7682,1402,2902,664,584
247700065.0,CC du Pays de l'Ourcq,906,134,323,37,72
247700107.0,CC Pays de Montereau,2761,438,783,178,174
247700339.0,CA Val d'Europe Agglomération,1514,259,591,184,191
247700438.0,CC Pays Créçois,1196,234,510,99,161
247700594.0,CA Marne et Gondoire,4695,793,1755,345,519
247700644.0,CC l'Orée de la Brie,1042,165,435,83,150
247700701.0,CC Brie Nangissienne,1197,220,473,102,121
247800550.0,CC du Pays Houdanais (C.C.P.H.),924,207,381,78,143
247800584.0,CA Versailles Grand Parc (C.A.V.G.P.),8624,1781,2844,693,976
247800618.0,CC Coeur d'Yvelines,1482,291,512,116,245
247900798.0,CC du Thouarsais,1464,413,987,203,120
248000499.0,CC du Val de Somme,1051,239,650,117,73
248000531.0,CA Amiens Métropole,11535,2256,4807,1366,820
248000747.0,CC du Pays du Coquelicot,1416,310,744,144,90
248100158.0,CC du Sor et de l'Agout,947,232,514,138,210
248100430.0,CA de Castres Mazamet,4397,941,1781,524,693
248100497.0,CC Val 81,208,38,81,28,39
248100737.0,CA de l'Albigeois (C2A),4390,896,1763,660,593
248100745.0,CC Thoré Montagne Noire,222,61,97,22,40
248200016.0,CC des Deux Rives,1005,272,470,113,103
248200057.0,CC du Quercy Caussadais,1208,272,485,98,106
248200065.0,CC de la Lomagne Tarn-et-Garonnaise,505,91,199,31,34
248200099.0,CA Grand Montauban,4991,991,2031,486,519
248200107.0,CC du Quercy Rouergue et des Gorges de l'Aveyron,483,105,115,20,59
248300394.0,CA Sud Sainte-Baume,3003,733,977,252,464
248300410.0,CC de la Vallée du Gapeau,1309,284,492,147,254
248300493.0,CA Dracénoise,6617,1205,2038,525,947
248300543.0,Métropole Toulon-Provence-Méditerranée,24069,4808,7891,2408,2929
248300550.0,CC Coeur du Var,2472,475,866,243,350
248400053.0,CA Ventoux-Comtat-Venaissin (COVE),4919,921,1960,459,583
248400160.0,CC Aygues-Ouvèze en Provence (CCAOP),972,214,500,90,120
248400236.0,CC du Pays Réuni d'Orange,3174,603,1252,290,267
248400251.0,CA du Grand Avignon (COGA),14417,2721,5076,1228,1404
248400285.0,CC Territoriale Sud-Luberon,1364,299,518,99,201
248400293.0,CC des Sorgues du Comtat,3161,652,1399,270,429
248400319.0,CC du Pays des Sorgues et des Monts de Vaucluse,2053,401,791,150,260
248400335.0,CC Vaison Ventoux,962,223,348,68,89
248500191.0,CC de l'Île de Noirmoutier,564,118,171,26,63
248500258.0,CC Océan Marais de Monts,1201,249,505,77,122
248500340.0,CC Pays de Chantonnay,791,237,687,123,139
248500415.0,CC du Pays de la Châtaigneraie,548,147,353,57,118
248500464.0,CC du Pays de Pouzauges,792,259,608,136,101
248500530.0,CC du Pays des Achards,826,197,527,87,118
248500563.0,"CC Vendée, Sèvre, Autise",623,179,440,68,117
248500589.0,CA La Roche-sur-Yon Agglomération,4797,1189,2731,591,648
248500621.0,CC du Pays des Herbiers,1041,349,869,172,155
248500662.0,CC du Pays de Mortagne,764,265,692,127,116
248600413.0,CA Grand Châtellerault,3563,969,2177,558,273
248600447.0,CC du Pays Loudunais,1073,358,658,160,86
248700189.0,CC du Pays de Saint-Yrieix,443,113,266,47,54
248719262.0,CC Gartempe - Saint-Pardoux,163,52,106,23,20
248719288.0,CC du Val de Vienne,413,133,295,67,80
248719312.0,CU Limoges Métropole,9870,2327,4356,1363,1004
248719338.0,CC Briance-Combade,166,59,105,19,30
248719353.0,CC des Portes de Vassivière,240,63,81,20,18
248719361.0,CC de Noblat,437,118,222,46,57
248900334.0,CA du Grand Sénonais,3168,664,1513,324,238
248900383.0,CC de l'Agglomération Migennoise,765,180,383,111,45
248900524.0,CC de l'Aillantais,338,102,246,36,23
248900664.0,CC de la Vanne et du Pays d'Othe,385,80,194,33,27
248900748.0,CC du Gâtinais en Bourgogne,640,157,407,58,41
248900896.0,CC Yonne Nord,966,199,535,93,54
248900938.0,CC du Jovinien,1041,251,499,100,59
249000241.0,CC du Sud Territoire,1335,229,504,81,92
249100074.0,CC du Pays de Limours (CCPL),646,101,234,60,132
249100157.0,CC des Deux Vallées,569,115,205,30,76
249100546.0,CC du Val d'Essonne (CCVE),1864,344,814,177,213
249100553.0,CC Entre Juine et Renarde (CCEJR),810,173,349,84,119
249100595.0,CC Le Dourdannais en Hurepoix (CCDH),879,208,339,85,156
249500109.0,CA de Cergy-Pontoise,12465,1970,4232,845,1004
249500430.0,CC Sausseron Impressionnistes,631,134,207,54,93
249500455.0,CC de la Vallée de l'Oise et des Trois Forêts,1365,271,505,126,224
249500489.0,CC du Haut Val d'Oise,2071,329,730,167,189
249500513.0,CC du Vexin-Val de Seine,694,113,243,43,82
249710047.0,CC de Marie-Galante,1206,130,127,110,28
249710062.0,CA du Nord Basse-Terre,9009,735,1179,494,226
249710070.0,CA Grand Sud Caraïbe,10793,769,1190,521,215
249720053.0,CA de l'Espace Sud de la Martinique,12107,1417,2192,720,573
249720061.0,CA du Centre de la Martinique,15536,1775,2704,1248,687
249730037.0,CC de l'Ouest Guyanais,5102,154,202,222,482
249730045.0,CA du Centre Littoral,11917,744,1204,756,846
249730052.0,CC de l'Est Guyanais,698,13,20,44,46
249740077.0,CA CIVIS (Communauté Intercommunale des VIlles Solidaires),30299,2922,3746,1049,3042
249740085.0,CA du Sud,21907,2017,2595,941,1938
249740093.0,CA Intercommunale de la Réunion Est (CIREST),18325,1348,1964,744,1388
249740101.0,CA Territoire de la Côte Ouest (TCO),33168,3440,4901,1345,2673
249740119.0,CA Intercommunale du Nord de la Réunion (CINOR),27572,2803,4029,1321,2174
,Hors EPCI,3608,1009,905,1714,162
