code_epci,lib_epci,anc_moins_3_mois,anc_3_a_5_mois,anc_6_a_11_mois,anc_12_a_23_mois,anc_24_a_35_mois,anc_plus_36_mois,total
241000405.0,CC de la Région de Bar-sur-Aube,201,124,164,172,111,199,971
241000447.0,CC du Pays d'Othe,120,91,102,130,86,127,656
241000488.0,CC de l'Orvin et de l'Ardusson,104,91,101,129,81,120,626
241100593.0,CA Le Grand Narbonne,2848,2207,2272,2951,1650,2820,14748
241200187.0,CA Rodez Agglomération,803,661,695,726,391,521,3797
241200542.0,CC du Réquistanais,41,48,39,47,27,42,244
241200567.0,CC de Millau Grands Causses,563,419,435,575,308,439,2739
241200625.0,CC du Pays Rignacois,51,42,31,63,26,53,266
241200641.0,CC Conques-Marcillac,139,97,98,153,78,111,676
241200658.0,CC du Pays de Salars,78,67,64,76,49,48,382
241200674.0,CC du Plateau de Montbazens,65,54,60,62,30,33,304
241200765.0,CC de Lévézou Pareloup,45,29,30,31,38,37,210
241200807.0,CC Aveyron Bas Ségala Viaur,62,55,62,62,41,61,343
241200906.0,CC Larzac et Vallées,118,58,54,76,37,68,411
241200914.0,CC de la Muse et des Raspes du Tarn,63,62,52,67,51,47,342
241300375.0,CC Vallée des Baux-Alpilles (CC VBA),514,330,361,419,237,355,2216
241300417.0,CA d'Arles-Crau-Camargue-Montagnette,2313,1388,1578,2090,1169,1669,10207
241400415.0,CC Coeur Côte Fleurie,451,274,260,347,185,286,1803
241400514.0,CC du Pays de Falaise,444,370,359,460,288,352,2273
241400555.0,CC de Bayeux Intercom,621,334,327,437,234,341,2294
241400860.0,CC Coeur de Nacre,367,257,231,335,186,320,1696
241400878.0,CC Terre d'Auge,289,186,171,241,137,170,1194
241500230.0,CA du Bassin d'Aurillac,708,542,498,617,326,500,3191
241500255.0,CC du Pays Gentiane,66,49,43,58,26,37,279
241500271.0,CC du Pays de Mauriac,85,54,66,55,32,51,343
241501055.0,CC Sumène - Artense,104,76,77,90,43,62,452
241501089.0,CC Cère et Goul en Carladès,60,45,57,59,31,65,317
241501139.0,CC du Pays de Salers,95,57,82,76,50,54,414
241600303.0,CC du Rouillacais,128,119,117,165,101,192,822
241700434.0,CA de la Rochelle,3445,2617,2599,3077,1696,2579,16013
241700459.0,CC de l'Île de Ré,619,188,210,300,170,243,1730
241700517.0,CC Charente-Arnoult-Coeur de Saintonge,284,198,210,254,155,222,1323
241700624.0,CC de l'Île d'Oléron,843,388,287,429,196,301,2444
241700632.0,CC de Gémozac et de la Saintonge Viticole,230,198,184,259,154,243,1268
241700640.0,CA Royan Atlantique,1891,1287,1088,1491,815,1162,7734
241700699.0,CC du Bassin de Marennes,303,215,224,259,133,237,1371
241800325.0,CC Les Villages de la Forêt,52,47,57,77,40,76,349
241800374.0,CC La Septaine,155,119,105,151,63,143,736
241800424.0,CC Le Dunois,86,61,74,105,51,92,469
241800432.0,CC Les Trois Provinces,81,54,58,68,46,79,386
241800457.0,CC Fercher Pays Florentais,165,131,151,158,104,164,873
241800507.0,CA Bourges Plus,1919,1450,1426,1678,855,1740,9068
241900133.0,CC de Ventadour - Egletons - Monédières,133,118,116,125,71,112,675
241927201.0,CA Tulle Agglo,625,454,506,553,298,435,2871
241927243.0,CC du Pays d'Uzerche,108,79,74,101,63,87,512
242000354.0,CA de Bastia,1095,515,471,495,224,306,3106
242000495.0,CC de l'Alta Rocca,426,106,52,62,24,21,691
242000503.0,CC Celavu-Prunelli,194,104,88,83,52,56,577
242010056.0,CA du Pays Ajaccien,1747,871,783,913,393,515,5222
242010130.0,CC du Sartenais Valinco Taravo,643,148,101,80,31,32,1035
242020071.0,CC du Centre Corse,200,80,52,93,30,44,499
242020105.0,CC de Calvi Balagne,1079,213,99,128,48,46,1613
242100154.0,CC des Vallées de la Tille et de l'Ignon,123,132,112,166,102,172,807
242100410.0,Dijon Métropole,4796,3475,3642,4355,2192,3674,22134
242101434.0,CC du Pays Châtillonnais,242,172,237,297,196,326,1470
242101442.0,CC de Saulieu,67,51,47,76,33,70,344
242101459.0,CC du Pays d'Alésia et de la Seine,82,65,70,107,47,95,466
242101491.0,CC du Montbardois,153,127,138,157,104,151,830
242101509.0,CC Rives de Saône,277,224,203,280,151,269,1404
242200715.0,CC du Kreiz-Breizh (CCKB),249,168,238,281,181,261,1378
242400752.0,CC Périgord-Limousin,202,179,160,175,93,159,968
242400935.0,CC du Pays de Saint-Aulaye,81,71,82,124,60,102,520
242401024.0,CC Isle-Loue-Auvézère en Périgord,166,110,117,173,78,135,779
242500320.0,CC de Montbenoît,100,64,66,75,38,54,397
242500338.0,CC du Grand Pontarlier,554,365,471,451,207,307,2355
242500361.0,CA du Grand Besançon,3440,2628,2721,3152,1602,2582,16125
242504116.0,CC du Val de Morteau,369,251,285,282,127,174,1488
242504181.0,CC des Portes du Haut-Doubs,331,248,249,265,147,151,1391
242504355.0,CC du Plateau de Russey,91,61,69,79,46,50,396
242504371.0,CC du Pays de Sancey-Belleherbe,78,43,52,54,37,38,302
242504447.0,CC du Doubs Baumois,207,169,185,205,111,188,1065
242504488.0,CC Altitude 800,72,55,58,72,32,41,330
242504496.0,CC du Plateau de Frasne et du Val de Drugeon (CFD),71,60,69,57,42,41,340
242600252.0,CC du Val de Drôme,596,454,460,595,327,516,2948
242600492.0,CC Dieulefit-Bourdeaux,137,116,130,171,90,154,798
242600534.0,CC du Diois,262,196,226,311,160,252,1407
242700276.0,CC du Pays de Conches,252,198,223,280,175,345,1473
242700607.0,CC du Pays du Neubourg,272,232,259,334,182,363,1642
242700623.0,CC Eure-Madrie-Seine,467,346,371,515,247,492,2438
242852465.0,CC du Bonnevalais,136,114,148,176,93,150,817
242900074.0,CC du Pays d'Iroise,540,513,429,612,315,483,2892
242900314.0,Brest Métropole,3772,3026,2892,3453,1850,3032,18025
242900553.0,CC du Pays des Abers,489,491,430,580,302,488,2780
242900561.0,CC de Haute-Cornouaille,200,177,203,244,113,212,1149
242900629.0,CC Cap Sizun - Pointe du Raz,254,140,144,197,126,197,1058
242900645.0,CC Douarnenez Communauté,365,294,280,385,219,381,1924
242900660.0,CC du Pays Fouesnantais,431,315,322,377,197,327,1969
242900694.0,CA Quimperlé Communauté,901,632,709,913,481,772,4408
242900702.0,CC du Pays Bigouden Sud,598,431,402,563,323,481,2798
242900710.0,CC du Haut Pays Bigouden,254,217,217,275,150,235,1348
242900744.0,CC Poher communauté,237,143,166,208,130,195,1079
242900751.0,CC du Pays de Landivisiau,427,394,387,463,291,498,2460
242900769.0,CA Concarneau Cornouaille Agglomération,927,650,698,792,386,630,4083
242900793.0,CC Communauté Lesneven Côte des Légendes,388,283,334,385,208,429,2027
242900801.0,CC du Pays de Landerneau-Daoulas,652,491,537,649,393,576,3298
242900835.0,CA Morlaix Communauté,986,835,869,1066,596,991,5343
243000270.0,CC du Pays Viganais,256,159,194,233,123,203,1168
243000296.0,CC du Pays de Sommières,438,359,335,467,237,495,2331
243000569.0,"CC Rhony, Vistre, Vidourle",471,398,431,496,264,400,2460
243000585.0,CC Beaucaire Terre d'Argence,928,694,642,918,456,825,4463
243000593.0,CC de Petite Camargue,641,519,437,599,298,506,3000
243000643.0,CA de Nîmes Métropole,5494,4476,4556,5659,2931,5207,28323
243000650.0,CC Terre de Camargue,748,356,378,531,290,457,2760
243000684.0,CC du Pont du Gard,462,322,392,485,254,414,2329
243100518.0,Toulouse Métropole,18586,14287,13819,15480,7654,12123,81949
243100567.0,CC Lauragais Revel Sorezois,327,251,296,366,213,358,1811
243100633.0,CA du Sicoval,1125,907,866,1178,578,901,5555
243100732.0,CC des Coteaux du Girou,259,232,243,314,131,248,1427
243100773.0,CC de Val'Aïgo,284,246,254,268,123,232,1407
243100781.0,CC de la Save au Touch,629,496,545,582,257,451,2960
243100815.0,CC des Coteaux Bellevue,220,193,241,271,117,176,1218
243200391.0,CC de la Lomagne Gersoise,285,199,216,275,180,238,1393
243200409.0,CC du Bas Armagnac,119,81,83,118,59,108,568
243200417.0,CC de la Tenarèze,261,210,189,223,123,193,1199
243200425.0,CC Coeur d'Astarac en Gascogne,102,77,82,124,39,82,506
243200458.0,CC du Grand Armagnac,212,149,162,218,131,204,1076
243200508.0,CC Bastides et Vallons du Gers,71,89,77,115,50,79,481
243200599.0,CC du Saves,120,99,109,120,68,88,604
243200607.0,CC Artagnan de Fezensac,91,67,65,74,58,53,408
243300316.0,Bordeaux Métropole,17485,13175,12913,14686,7480,11784,77523
243300563.0,CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS),1419,853,877,1135,625,961,5870
243300811.0,CC de l'Estuaire,329,262,283,317,216,343,1750
243301165.0,CC Jalle-Eau-Bourde,334,331,311,380,174,280,1810
243301181.0,CC Latitude Nord Gironde,368,284,291,447,205,358,1953
243301215.0,CC du Créonnais,260,179,203,259,127,250,1278
243301223.0,CC du Grand Cubzaguais,684,494,512,569,347,549,3155
243301249.0,CC du Secteur de Saint-Loubès,388,331,344,401,204,338,2006
243301264.0,CC de Montesquieu,581,475,458,568,276,408,2766
243301355.0,CC des Coteaux Bordelais,280,199,223,250,133,207,1292
243301371.0,CC du Pays Foyen,318,275,231,381,194,343,1742
243301389.0,CC Médullienne,348,227,256,306,186,276,1599
243301397.0,CC du Fronsadais,247,205,217,252,139,267,1327
243301405.0,CC du Val de l'Eyre,288,241,227,340,161,276,1533
243301439.0,CC des Portes de l'Entre-deux-Mers,238,249,219,252,168,281,1407
243301447.0,CC Médoc Estuaire,396,308,349,400,198,317,1968
243301454.0,CC Castillon/Pujols,357,298,293,393,239,377,1957
243301504.0,CA du Bassin d'Arcachon Nord,1194,906,864,1069,557,853,5443
243400017.0,Montpellier Méditerranée Métropole,11677,9415,9033,10794,5464,8981,55364
243400355.0,CC du Clermontais,572,437,474,662,363,603,3111
243400470.0,CA du Pays de l'Or,1157,915,846,1106,607,911,5542
243400488.0,CC La Domitienne,587,431,471,600,293,504,2886
243400520.0,CC du Pays de Lunel,1219,987,1024,1228,661,1128,6247
243400694.0,CC Vallée de l'Hérault,719,566,621,821,473,709,3909
243400736.0,CC des Cévennes Gangeoises et Suménoises,286,200,244,343,171,261,1505
243400769.0,CA de Béziers-Méditerranée,3208,2362,2349,3023,1547,2547,15036
243400819.0,CA Hérault-Méditerranée,2451,1603,1481,2042,1187,1869,10633
243500139.0,Métropole Rennes Métropole,8374,6973,6707,7285,3763,5843,38945
243500550.0,CC Montfort Communauté,281,254,242,301,164,248,1490
243500618.0,CC de Brocéliande,233,188,188,276,138,246,1269
243500634.0,CC de la Roche aux Fées,305,303,235,332,152,298,1625
243500659.0,CC Pays de Châteaugiron Communauté,278,292,287,313,159,213,1542
243500667.0,CC du Val d'Ille-Aubigné,450,413,409,457,238,392,2359
243500725.0,CC Côte d'Émeraude,591,364,393,465,245,417,2475
243500733.0,CC Bretagne Romantique,512,427,385,525,298,477,2624
243500741.0,CA Redon Agglomération,1120,909,937,1146,538,1027,5677
243500774.0,CC Liffré-Cormier Communauté,315,266,277,277,174,207,1516
243500782.0,CA du Pays de Saint Malo Agglomération,1632,1128,1143,1328,725,1085,7041
243600202.0,CC Chabris - Pays de Bazelle,60,45,86,73,42,80,386
243600236.0,CC du Pays d'Issoudun,331,282,271,310,160,333,1687
243600293.0,CC de la Région de Levroux,79,53,49,90,57,77,405
243600301.0,CC Val de l'Indre - Brenne,195,147,162,183,87,182,956
243600319.0,CC Brenne - Val de Creuse,218,179,162,221,125,166,1071
243600327.0,CA Châteauroux Métropole,1418,1103,1081,1239,709,1265,6815
243600343.0,CC Coeur de Brenne,46,31,36,43,44,61,261
243600350.0,CC de la Châtre et Sainte-Sévère,236,156,139,233,123,226,1113
243700499.0,CC du Castelrenaudais,227,195,211,248,157,259,1297
243700754.0,Tours Métropole Val de Loire,5931,4641,4711,5406,2880,4876,28445
243700820.0,CC de Bléré Val de Cher,306,229,229,332,173,248,1517
243800604.0,CA Porte de l'Isère (C.A.P.I),2264,1493,1704,1998,968,1216,9643
243800745.0,CC de l'Oisans,193,171,286,224,121,173,1168
243800935.0,CC Lyon Saint Exupéry en Dauphiné,463,358,373,426,224,297,2141
243800984.0,CA du Pays Voironnais,1330,1052,1096,1245,656,831,6210
243801024.0,CC du Massif du Vercors,199,138,161,180,110,149,937
243801073.0,CC de Bièvre Est,273,252,258,275,149,217,1424
243801255.0,CC des Collines du Nord Dauphiné,263,210,249,303,129,167,1321
243900354.0,CC de la Station des Rousses-Haut Jura,145,94,83,90,53,73,538
243900412.0,CC Jura Sud,95,92,88,85,41,87,488
243900420.0,CC du Val d'Amour,95,82,100,129,59,77,542
243900479.0,CC du Haut-Jura - ARCADE,182,90,134,152,82,80,720
243900560.0,CC Jura Nord,133,113,122,164,72,122,726
243900610.0,CC La Grandvallière,85,65,78,68,44,40,380
243900719.0,CC du Pays des Lacs,113,65,73,80,40,55,426
243901071.0,CC de la Région d'Orgelet,66,56,68,76,29,31,326
243901089.0,CC de la Plaine Jurassienne,97,81,99,116,57,106,556
244000543.0,CC de Mimizan,289,186,168,263,173,219,1298
244000659.0,CC du Seignanx,524,410,381,510,256,357,2438
244000675.0,CA du Grand Dax,1334,800,847,1053,529,891,5454
244000691.0,CC du Pays Morcenais,170,101,128,129,92,148,768
244000766.0,CC du Pays Tarusate,277,203,214,299,152,266,1411
244000774.0,CC du Pays de Villeneuve en Armagnac Landais,81,79,69,94,49,80,452
244000808.0,CA Mont-de-Marsan Agglomération,924,722,703,796,426,647,4218
244000824.0,CC du Pays Grenadois,97,84,91,102,64,95,533
244000857.0,CC Côte Landes Nature,318,187,153,254,115,187,1214
244000865.0,CC Maremne Adour Côte Sud,2009,1196,1060,1378,688,930,7261
244000873.0,CC des Grands Lacs,758,531,472,631,346,485,3223
244000881.0,CC Coteaux et Vallées des Luys,111,57,80,94,58,90,490
244100293.0,CC des Collines du Perche,66,63,55,85,44,90,403
244100780.0,CC de la Sologne des Étangs,105,82,91,130,57,115,580
244100798.0,CC du Grand Chambord,238,159,199,244,118,265,1223
244100806.0,CC de la Sologne des Rivières,126,110,116,161,104,147,764
244200614.0,CC des Vals d'Aix et Isable,53,62,65,80,54,68,382
244200622.0,CC des Monts du Pilat,170,136,146,172,120,190,934
244200630.0,CC du Pays entre Loire et Rhône,151,120,138,164,88,129,790
244200770.0,Saint-Etienne Métropole,7960,5980,6260,7245,3983,6805,38233
244200820.0,CC du Pays d'Urfé,71,45,54,58,38,57,323
244200895.0,CC du Pilat Rhodanien,198,154,181,267,147,210,1157
244300307.0,CC du Pays de Montfaucon,108,75,95,118,59,81,536
244301016.0,CC des Sucs,243,199,215,223,152,207,1239
244301099.0,CC Auzon Communauté,119,112,131,155,111,160,788
244301107.0,CC du Haut-Lignon,129,82,94,87,47,87,526
244301123.0,CC des Pays de Cayres et de Pradelles,71,40,50,58,28,61,308
244301131.0,CC Loire et Semène,254,229,253,298,138,227,1399
244400404.0,Nantes Métropole,12730,10274,10152,11516,6140,9926,60738
244400438.0,CC de Grand Lieu,525,451,440,556,285,389,2646
244400453.0,CC de la Région de Blain,259,168,200,220,109,211,1167
244400503.0,CC d'Erdre et Gesvres,795,679,648,800,383,622,3927
244400537.0,CC de Nozay,205,186,175,197,128,194,1085
244400552.0,CC du Pays d'Ancenis,1000,827,821,986,519,847,5000
244400586.0,CC du Sud-Estuaire,499,377,369,485,267,415,2412
244400610.0,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),1556,969,796,1095,546,957,5919
244400644.0,CA de la Région Nazairienne et de l'Estuaire (CARENE),2644,1932,1907,2333,1279,2115,12210
244500203.0,CA Montargoise et Rives du Loing (A.M.E.),1372,1082,1140,1295,708,1307,6904
244500211.0,CC Giennoises,491,346,359,467,247,461,2371
244500419.0,CC des Quatre Vallées,224,196,219,254,138,242,1273
244500427.0,CC des Loges,497,438,450,546,269,503,2703
244500468.0,Orléans Métropole,5669,4187,4560,5216,2642,4645,26919
244500484.0,CC de la Forêt,183,138,169,207,110,194,1001
244500542.0,CC de la Plaine du Nord Loiret,87,71,95,97,50,69,469
244600433.0,CC de la Vallée du Lot et du Vignoble,199,190,197,238,128,228,1180
244600482.0,CC Quercy - Bouriane,167,136,141,153,85,150,832
244600532.0,CC du Pays de Lalbenque-Limogne,158,86,95,132,83,125,679
244600573.0,CC du Causse de Labastide-Murat,58,30,41,51,31,49,260
244700449.0,CC du Pays de Duras,65,60,69,90,53,88,425
244700464.0,CC du Pays de Lauzun,149,90,113,154,89,141,736
244701355.0,CC des Coteaux et Landes de Gascogne,207,145,143,202,130,180,1007
244701405.0,CC Lot et Tolzac,130,90,72,127,86,114,619
244800405.0,CC Coeur de Lozère,245,156,139,196,79,111,926
244800470.0,CC du Gévaudan,92,84,102,116,47,94,535
244900015.0,CU Angers Loire Métropole,5953,5144,4927,5835,3334,5823,31016
244900809.0,CC Anjou Bleu Communauté,618,462,448,550,304,466,2848
244900882.0,CC Baugeois Vallée,548,421,446,602,330,655,3002
245100615.0,CC de la Grande Vallée de la Marne,144,126,151,167,112,178,878
245100888.0,CC de la Brie Champenoise,103,74,78,107,55,83,500
245100979.0,CC du Sud Marnais,97,77,71,125,61,120,551
245200597.0,CC des Trois Forêts,75,79,82,71,31,71,409
245300223.0,CC du Pays de Meslay-Grez,185,163,153,161,100,139,901
245300355.0,CC de l'Ernée,230,177,179,198,109,174,1067
245300389.0,CC du Bocage Mayennais,210,152,137,168,93,187,947
245300447.0,CC du Pays de Château-Gontier,413,340,331,409,236,382,2111
245400171.0,CC Moselle et Madon,321,300,257,314,203,293,1688
245400189.0,CC des Pays du Sel et du Vermois,332,258,292,395,212,430,1919
245400262.0,CA de Longwy,880,670,835,864,469,847,4565
245400510.0,CC du Pays de Colombey et du Sud Toulois,138,95,89,144,60,108,634
245400601.0,CC du Bassin de Pompey,481,419,469,555,324,628,2876
245400676.0,Métropole du Grand Nancy,4481,3508,3386,3860,2082,3930,21247
245400759.0,CC du Pays du Sanon,54,45,47,83,36,57,322
245500327.0,CC du Sammiellois,107,99,136,133,87,167,729
245501176.0,CC du Territoire de Fresnes-en-Woëvre,62,45,60,63,33,62,325
245501184.0,CC du Pays de Revigny-sur-Ornain,95,61,79,105,54,101,495
245501242.0,CC du Pays d'Étain,122,76,90,123,62,124,597
245501259.0,CC du Pays de Montmédy,81,60,67,67,50,85,410
245600440.0,CC de Blavet Bellevue Océan,233,182,178,233,128,223,1177
245600465.0,CC de Belle-Île-en-Mer,185,88,68,118,49,88,596
245614383.0,CC Questembert Communauté,374,283,290,351,177,332,1807
245614417.0,CC Roi Morvan Communauté,383,263,287,398,213,437,1981
245614433.0,CC Pontivy Communauté,675,561,572,689,346,574,3417
245700133.0,CC du District Urbain de Faulquemont (DUF),354,282,287,339,183,286,1731
245700372.0,CA de Forbach Porte de France,1437,1174,1203,1361,772,1404,7351
245700398.0,CC de Freyming-Merlebach,710,471,544,597,357,561,3240
245700695.0,CC de Cattenom et Environs,234,201,217,220,135,155,1162
245700950.0,CC du Pays de Phalsbourg,234,167,151,195,116,148,1011
245701164.0,CC du Warndt,332,236,293,323,206,358,1748
245701206.0,CC du Saulnois,398,276,306,333,179,276,1768
245701222.0,CA du Val de Fensch,1319,985,1048,1314,682,1144,6492
245701271.0,CC du Pays Orne Moselle,846,727,766,928,534,886,4687
245701354.0,CC de l'Arc Mosellan,363,281,344,375,199,327,1889
245701362.0,CA Portes de France-Thionville,1364,991,1032,1133,637,966,6123
245701404.0,CC du Pays Haut Val d'Alzette,367,264,288,347,177,333,1776
245801063.0,CC Loire et Allier,68,55,61,79,34,42,339
245804406.0,CA de Nevers,1053,757,773,865,463,665,4576
245804497.0,CC du Nivernais Bourbonnais,69,54,45,66,45,58,337
245900410.0,Métropole Européenne de Lille,22897,17573,17832,20964,12199,21144,112609
245900428.0,CU de Dunkerque,3987,3143,3189,3950,2485,4082,20836
245900758.0,CC Flandre Lys,532,454,430,589,320,480,2805
245901038.0,CC du Pays Solesmois,219,164,205,262,168,296,1314
245901061.0,CC de la Haute-Deûle,268,253,238,335,216,358,1668
245901152.0,CC Coeur d'Ostrevent,1357,1061,1141,1655,1001,1607,7822
245901160.0,CA Valenciennes Métropole,3951,3232,3368,4076,2536,3979,21142
246000129.0,CC du Liancourtois,338,245,289,332,201,283,1688
246000376.0,CC du Clermontois,513,442,445,501,264,440,2605
246000566.0,CC du Plateau Picard,424,355,404,487,257,360,2287
246000582.0,CC des Sablons,657,519,544,576,323,493,3112
246000707.0,CC du Vexin-Thelle,247,237,234,249,128,208,1303
246000749.0,CC des Lisières de l'Oise,202,192,177,247,133,253,1204
246000756.0,CC du Pays Noyonnais,661,508,543,606,359,639,3316
246000764.0,CC de l'Aire Cantilienne,527,439,457,496,265,355,2539
246000772.0,CC des Deux Vallées,368,277,303,369,191,394,1902
246000848.0,CC de la Picardie Verte,455,376,451,543,303,522,2650
246000855.0,CC du Pays des Sources,293,212,276,325,178,274,1558
246000871.0,CC du Pays de Valois,785,614,657,754,392,655,3857
246000897.0,CC de la Plaine d'Estrées,207,162,186,191,135,227,1108
246000913.0,CC du Pays de Bray,260,200,235,285,172,296,1448
246000921.0,CC des Pays d'Oise et d'Halatte,519,401,414,545,286,463,2628
246100390.0,CC du Val d'Orne,57,55,62,76,52,80,382
246100663.0,CU d'Alençon,1011,755,741,822,405,650,4384
246200299.0,CA d'Hénin-Carvin,2349,1889,2068,2578,1670,2752,13306
246200364.0,CA de Lens - Liévin,4536,3576,4027,4878,2934,4776,24727
246200380.0,CC de la Terre des Deux Caps,327,259,259,297,224,372,1738
246200729.0,CA du Boulonnais,2313,1759,1863,2413,1326,2334,12008
246200844.0,CC de la Région d'Audruicq,334,320,338,483,267,417,2159
246201016.0,CC du Pays de Lumbres,264,232,270,331,229,349,1675
246201149.0,CA du Calaisis,1968,1566,1837,2241,1341,2486,11439
246300701.0,Clermont Auvergne Métropole,4811,3990,4014,4620,2653,4428,24516
246300966.0,CC du Massif du Sancy,185,139,116,203,106,190,939
246301097.0,CC Entre Dore et Allier,255,224,217,297,168,303,1464
246400337.0,CC de la Vallée d'Ossau,147,119,122,124,80,136,728
246401756.0,CC Pays de Nay,373,327,285,366,199,315,1865
246500482.0,CC de la Haute-Bigorre,269,186,204,304,175,327,1465
246500573.0,CC Aure-Louron,135,83,134,168,71,137,728
246600282.0,CC Sud-Roussillon,572,447,436,574,312,588,2929
246600373.0,CC du Vallespir,487,341,349,508,252,422,2359
246600399.0,CC Pyrénées Cerdagne,164,102,105,176,82,113,742
246600415.0,CC Roussillon-Conflent,393,384,315,474,276,459,2301
246600423.0,CC Agly Fenouillèdes,105,72,99,133,60,165,634
246600449.0,CC des Aspres,470,421,316,499,287,466,2459
246600464.0,CC Pyrénées catalanes,105,97,125,148,82,130,687
246600548.0,CC du Haut Vallespir,239,140,184,259,119,202,1143
246700306.0,CC de la Vallée de la Bruche,261,201,247,262,174,285,1430
246700488.0,Eurométropole de Strasbourg,9768,7550,7878,8900,4608,8345,47049
246700744.0,CC des Portes de Rosheim,219,155,152,184,102,191,1003
246700777.0,CC de la Vallée de Villé,120,94,105,116,60,104,599
246700843.0,CC de la Basse-Zorn,193,136,185,167,81,151,913
246700926.0,CC du Pays de Wissembourg,246,115,158,188,103,206,1016
246700959.0,CC du Pays de la Zorn,141,124,126,134,88,114,727
246700967.0,CC de Sélestat,657,444,507,529,301,494,2932
246701064.0,CC de la Région de Molsheim-Mutzig,470,381,409,520,287,383,2450
246701080.0,CC du Pays de Sainte-Odile,264,198,237,274,131,248,1352
246701098.0,CC du Pays de Niederbronn-les-Bains,299,220,257,344,157,291,1568
246800205.0,CC de la Vallée de Saint-Amarin,188,107,129,182,96,150,852
246800395.0,CC du Val d'Argent,138,130,126,130,85,141,750
246800445.0,CC du Centre du Haut-Rhin,169,150,184,216,114,149,982
246800494.0,"CC du Pays de Rouffach, Vignobles et Châteaux",133,104,118,144,55,106,660
246800551.0,CC de la Vallée de Kaysersberg,193,142,166,197,104,167,969
246800569.0,CC de la Région de Guebwiller,537,452,528,622,328,491,2958
246800577.0,CC du Pays de Ribeauvillé,220,152,173,184,104,167,1000
246800585.0,CC de la Vallée de Munster,217,125,160,186,105,171,964
246800676.0,CC de la Vallée de la Doller et du Soultzbach,230,152,157,196,109,156,1000
246800726.0,CA Colmar Agglomération,1881,1470,1459,1688,903,1570,8971
246900575.0,CC de l'Est Lyonnais (CCEL),435,343,377,440,216,311,2122
246900625.0,CC du Pays de l'Arbresle (CCPA),442,387,410,483,226,374,2322
246900724.0,CC des Vallons du Lyonnais (CCVL),310,294,251,326,159,224,1564
246900740.0,CC du Pays Mornantais (COPAMO),281,242,245,306,151,220,1445
246900757.0,CC de la Vallée du Garon (CCVG),358,307,351,393,170,222,1801
246900765.0,CC du Pays de l'Ozon,292,233,259,295,128,198,1405
247000011.0,CA de Vesoul,584,441,436,506,251,381,2599
247000367.0,CC des Combes,107,77,88,89,43,61,465
247000623.0,CC des Quatre Rivières,130,109,107,108,66,94,614
247000664.0,CC du Pays de Lure,322,281,280,320,149,295,1647
247000698.0,CC des Monts de Gy,95,69,61,92,40,73,430
247000706.0,CC du Pays Riolais,152,120,135,145,80,100,732
247000714.0,CC du Pays de Villersexel,122,59,81,116,60,97,535
247000722.0,CC du Pays d'Héricourt,348,265,254,349,190,277,1683
247000755.0,CC du Pays de Luxeuil,264,191,232,252,125,213,1277
247000821.0,CC Rahin et Chérimont,151,127,149,190,104,175,896
247000854.0,CC des 1000 étangs,104,92,99,137,81,135,648
247100290.0,CU Le Creusot Montceau-les-Mines,1506,1105,1384,1568,838,1567,7968
247100589.0,CA Le Grand Chalon,1948,1404,1562,1997,1017,1802,9730
247100639.0,CC de Marcigny,64,68,55,71,43,75,376
247100647.0,CC Bresse Nord Intercom,87,66,75,75,52,73,428
247103765.0,CC Entre Saône et Grosne,146,96,130,168,97,163,800
247103864.0,CC du Canton de Semur-en-Brionnais,57,37,52,62,36,66,310
247104094.0,CC Sud Côte Chalonnaise,131,104,112,151,94,152,744
247200090.0,CC de Sablé-sur-Sarthe,555,444,412,468,288,456,2623
247200132.0,CU Le Mans Métropole,4816,3695,3573,4255,2329,4157,22825
247200348.0,CC du Pays Fléchois,425,367,330,454,286,456,2318
247200421.0,CC du Sud Est du Pays Manceau,202,160,153,197,105,198,1015
247200447.0,CC Orée de Bercé - Belinois,229,217,199,247,139,282,1313
247200629.0,CC du Val de Sarthe,373,309,320,393,249,434,2078
247200686.0,CC du Pays de l'Huisne Sarthoise,398,367,395,471,263,410,2304
247300015.0,CC des Vallées d'Aigueblanche,158,57,99,71,21,26,432
247300254.0,CC de Haute-Tarentaise,307,180,308,218,87,83,1183
247300262.0,CC de Yenne,115,66,73,102,54,78,488
247300361.0,CC du Canton de la Chambre,107,84,84,75,39,63,452
247300452.0,CC Maurienne Galibier,85,51,54,54,28,29,301
247300528.0,CC Val Guiers,190,144,153,159,114,119,879
247300668.0,CC du Lac d'Aiguebelette (CCLA),84,54,64,70,44,52,368
247300676.0,CC Porte de Maurienne,101,52,78,64,43,52,390
247300817.0,CC Les Versants d'Aime,158,108,188,110,53,42,659
247400047.0,CC de la Vallée Verte,91,89,96,121,47,53,497
247400112.0,CC du Pays de Cruseilles,201,145,199,165,93,74,877
247400567.0,CC Fier et Usses,200,164,182,198,94,114,952
247400583.0,CC Arve et Salève,272,212,254,265,123,113,1239
247400617.0,CC des Vallées de Thônes,261,198,214,242,80,136,1131
247400666.0,CC des Quatre Rivières,289,216,211,238,128,119,1201
247400682.0,CC du Haut-Chablais,176,146,178,203,102,119,924
247400690.0,CC du Genevois,784,593,641,649,268,239,3174
247400724.0,CC du Pays Rochois,435,307,298,352,170,168,1730
247400740.0,CC Rumilly Terre de Savoie,476,315,352,413,177,238,1971
